show_id,type,title,directors,num_directors,cast_members,num_cast,genres,num_genres,primary_genre,release_year,date_added,rating,rating_category,duration_value,duration_unit,countries,description
s4774,Movie,How It Ends,David M. Rosenthal,1,"Theo James, Forest Whitaker, Kat Graham, Nicole Ari Parker, Mark O'Brien, Grace Dove",6,"Action & Adventure, Sci-Fi & Fantasy",2,Action & Adventure,2018,2018-07-13,TV-MA,adults,113.0,min,United States,"When a mysterious disaster turns the country into a war zone, a young lawyer heads west with his future father-in-law to find his pregnant fiancée."
s4775,Movie,Jim Jefferies: This Is Me Now,Scott Zabielski,1,Jim Jefferies,1,Stand-Up Comedy,1,Stand-Up Comedy,2018,2018-07-13,TV-MA,adults,71.0,min,United States,"The gleefully irreverent Jefferies skewers ""grabby"" celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special."
s4776,Movie,Romina,Diego Cohen,1,"Francisca Lozano, Oliver Nava, Arantza Ruiz, Claudia Zepeda, Walter Bercht, Roberto Beck, Victor Bonilla, Eduardo Negrete",8,"Horror Movies, Independent Movies, International Movies",3,Horror Movies,2018,2018-07-13,TV-MA,adults,75.0,min,Mexico,A shocking assault inspires horrific violence when a group of teens encounters a girl from their school while camping in a remote spot.
s4777,TV Show,Mossad 101,unknown,0,"Yehuda Levi, Yehoram Gaon, Shai Avivi, Liron Vaisman, Aki Avni, Itay Tiran, Hana Laszlo",7,"International TV Shows, TV Action & Adventure, TV Dramas",3,International TV Shows,2017,2018-07-11,TV-MA,adults,2.0,seasons,Israel,"Cadets from every level of Israeli society undergo intense training to join their country's elite, highly classified intelligence service, the Mossad."
s4778,TV Show,Baby Ballroom,unknown,0,"Warren Bullock, Jane Bullock",2,"British TV Shows, International TV Shows, Reality TV",3,British TV Shows,2018,2018-07-10,TV-MA,adults,2.0,seasons,United Kingdom,"Step into the cutthroat world of kids' ballroom dancing, where ambitious instructors, proud parents and pint-sized performers waltz to win."
s4779,TV Show,Drug Lords,unknown,0,unknown,0,"Crime TV Shows, Docuseries",2,Crime TV Shows,2018,2018-07-10,TV-MA,adults,2.0,seasons,United States,"Witness the stories of history's most notorious kingpins, their terrifying enforcers, and the men and women who've sworn to bring them down."
s4780,TV Show,Mr. Sunshine,Lee Eung-bok,1,"Lee Byung-hun, Kim Tae-ri, Yoo Yeon-seok, Kim Min-jung, Byun Yo-han",5,"International TV Shows, Korean TV Shows, Romantic TV Shows",3,International TV Shows,2018,2018-07-08,TV-MA,adults,1.0,season,South Korea,A young boy who ends up in the U.S. after the 1871 Shinmiyangyo incident returns to Korea at a historical turning point and falls for a noblewoman.
s4781,TV Show,First Team: Juventus,unknown,0,unknown,0,"Docuseries, International TV Shows",2,Docuseries,2018,2018-07-06,TV-PG,teens,2.0,seasons,United States,Follow renowned soccer club Juventus on and off the pitch as they attempt to win a seventh straight Italian title and achieve Champions League glory.
s4782,Movie,Luciano Mellera: Infantiloide,"Raúl Campos, Jan Suter",2,Luciano Mellera,1,Stand-Up Comedy,1,Stand-Up Comedy,2018,2018-07-06,TV-14,not rated,66.0,min,Argentina,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.
s4783,Movie,The Legacy of a Whitetail Deer Hunter,Jody Hill,1,"Josh Brolin, Danny McBride, Montana Jordan, Scoot McNairy, Carrie Coon",5,"Action & Adventure, Comedies, Dramas",3,Action & Adventure,2018,2018-07-06,TV-14,not rated,83.0,min,United States,A star of hunting videos strives to bond with his 12-year-old son on a wilderness trip but learns familial connections can't be forced.
s4784,Movie,The Skin of the Wolf,Samu Fuentes,1,"Mario Casas, Irene Escolar, Ruth Díaz",3,"Dramas, Independent Movies, International Movies",3,Dramas,2018,2018-07-06,TV-MA,adults,110.0,min,Spain,An animal trapper living in an abandoned mountain town in northern Spain seeks to resolve his loneliness by securing a wife.
s4785,Movie,White Fang,Alexandre Espigares,1,"Nick Offerman, Rashida Jones, Paul Giamatti, Eddie Spears, David Boat, Sean Kenin, Raquel Antonia, Daniel Hagen, Stephen Kramer Glickman, William Calvert, Jason Grasl, Armando Riesco",12,"Children & Family Movies, Dramas",2,Children & Family Movies,2018,2018-07-06,TV-PG,teens,88.0,min,"France, Luxembourg, United States",A loyal wolfdog's curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.
s4786,Movie,Sommore: Chandelier Status,Kevin Layne,1,Sommore,1,Stand-Up Comedy,1,Stand-Up Comedy,2013,2018-07-04,TV-MA,adults,77.0,min,United States,"Luminous funnywoman Sommore wows Miami with her unique take on body modification, Internet sex, the world of celebrities and more."
s4787,Movie,Felipe Esparza: They're Not Going to Laugh at You,Scott L. Montoya,1,Felipe Esparza,1,Stand-Up Comedy,1,Stand-Up Comedy,2012,2018-07-03,TV-MA,adults,58.0,min,United States,"""Last Comic Standing"" winner Felipe Esparza runs riot in his first comedy special with his wry comments on life as a wild man from East Los Angeles."
s4788,Movie,Joan Rivers: Don't Start with Me,Scott L. Montoya,1,Joan Rivers,1,Stand-Up Comedy,1,Stand-Up Comedy,2012,2018-07-03,TV-MA,adults,69.0,min,United States,"At 78, Joan Rivers has no interest in slowing down, and no one's immune from her caustic barbs in this stand-up special."
s4789,Movie,Katt Williams: Kattpacalypse,Marcus Raboy,1,Katt Williams,1,Stand-Up Comedy,1,Stand-Up Comedy,2012,2018-07-03,TV-MA,adults,61.0,min,United States,"Urban comic Katt Williams ushers in Kattpacalypse, exploding with more energy than an atomic bomb and riffing on everything from Doomsday to Obama."
s4790,Movie,King of Peking,Sam Voutas,1,"Zhao Jun, Wang Naixun, Han Qing, Si Chao, Geng Bowen, Yi Long",6,"Comedies, Dramas, International Movies",3,Comedies,2018,2018-07-02,TV-14,not rated,88.0,min,"China, United States, Australia","Strapped for cash, a traveling projectionist begins to run a DVD pirating business, putting him at odds with his young, skeptical son."
s4791,Movie,Anthony Kaun Hai?,Raj Kaushal,1,"Sanjay Dutt, Arshad Warsi, Minissha Lamba, Raghuvir Yadav, Anusha Dhandekar, Gulshan Grover, Ravi Baswani",7,"Comedies, Dramas, International Movies",3,Comedies,2006,2018-07-01,TV-14,not rated,122.0,min,India,"A forger uses a fake identity in trying to retrieve stolen diamonds buried in a penitentiary, unaware a mob assassin is on the trail of his phony alias."
s4792,Movie,Bo Burnham: what.,"Bo Burnham, Christopher Storer",2,Bo Burnham,1,Stand-Up Comedy,1,Stand-Up Comedy,2013,2018-07-01,TV-MA,adults,60.0,min,United States,Left brain and right brain duke it out – and ultimately belt out a melody – in stand-up comedian Bo Burnham's quick and clever one-man show.
s4793,Movie,Chalte Chalte,Aziz Mirza,1,"Shah Rukh Khan, Rani Mukerji, Jas Arora, Satish Shah, Rajiv Verma, Lillete Dubey, Jayshree T., Johny Lever",8,"Dramas, International Movies, Romantic Movies",3,Dramas,2003,2018-07-01,TV-14,not rated,166.0,min,India,"Priya and Raj are polar opposites. Raj is brash and earthy, while Pirya is sophisticated and something of a perfectionist in all she does. They really are like oil and water, but nonetheless, they dare to fall in love."
s4794,Movie,Deewana Main Deewana,K.C. Bokadia,1,"Govinda, Priyanka Chopra, Kader Khan, Prem Chopra, Shakti Kapoor, Sharat Saxena, Himani Shivpuri, Johnny Lever",8,"Comedies, Dramas, International Movies",3,Comedies,2013,2018-07-01,TV-14,not rated,107.0,min,India,A man's instant attraction to a woman becomes an obsession as he adopts a friend's identity and even commits murder in order to get closer to her.
s4795,Movie,Duck Butter,Miguel Arteta,1,"Alia Shawkat, Laia Costa, Mae Whitman, Hong Chau, Kate Berlant, Lindsay Burdge, Kumail Nanjiani, Mark Duplass, Jay Duplass, Jenny O'Hara",10,"Dramas, Independent Movies, LGBTQ Movies",3,Dramas,2018,2018-07-01,TV-MA,adults,94.0,min,United States,"Wary of dishonesty in relationships, two young women embark on a 24-hour experiment on intimacy, but their romance flounders as the clock winds down."
s4796,Movie,I Am Kalam,Nila Madhab Panda,1,"Gulshan Grover, Harsh Mayar, Pitobash, Hussan Saad, Beatrice Ordeix, Sanjay Chauhan",6,"Children & Family Movies, Comedies, Dramas",3,Children & Family Movies,2010,2018-07-01,TV-PG,teens,87.0,min,India,An intelligent boy born into poverty befriends the son of a once noble family and is inspired by the life of India's president to pursue an education.
s4797,Movie,My Birthday Song,Samir Soni,1,"Sanjay Suri, Nora Fatehi, Zenia Starr, Suparna Krishna, Elena Kazan",5,"Dramas, International Movies, Thrillers",3,Dramas,2018,2018-07-01,TV-14,not rated,92.0,min,India,"After a wild night of impulse and infidelity, advertising executive Rajiv Kaul must navigate the blurred lines between life, death, fact and fiction."
s4798,Movie,Namastey London,Vipul Amrutlal Shah,1,"Akshay Kumar, Katrina Kaif, Rishi Kapoor, Upen Patel, Javed Sheikh, Nina Wadia, Clive Standen, Tiffany Mulheron",8,"Comedies, Dramas, International Movies",3,Comedies,2007,2018-07-01,TV-14,not rated,130.0,min,India,"To her Indian parents' dismay, London-born Jasmeet ""Jazz"" Malhotra longs for everything Western, including her British boyfriend. On a family trip to India, her father arranges Jazz's nuptials to Arjun Ballu Singh, who's smitten with his new bride."
s4799,TV Show,NCIS,unknown,0,"Mark Harmon, Michael Weatherly, Pauley Perrette, David McCallum, Sean Murray, Cote de Pablo, Brian Dietzen, Rocky Carroll, Lauren Holly, Sasha Alexander, Joe Spano, Alan Dale, Emily Wickersham, Pancho Demmings",14,"Crime TV Shows, TV Dramas, TV Mysteries",3,Crime TV Shows,2017,2018-07-01,TV-14,not rated,15.0,seasons,United States,Follow the quirky agents of the NCIS – the Naval Criminal Investigative Service – as they track down terrorists and other high-profile criminals.
s4800,Movie,Soul Robbers,Juan Antonio de la Riva,1,"Sofía Sisniega, Natasha Dupeyron, Ana Sofía Durán, Javier Escobar, Luis Gatica, Juan Ángel Esparza, Jorge Luis Moreno, Arnulfo Reyes Sanchez, Tizoc Arroyo, José Enot, Ricardo Dalmacci, Harding Junior, Claudine Sosa, Pablo Valentín",14,"Horror Movies, International Movies",2,Horror Movies,2015,2018-07-01,TV-14,not rated,88.0,min,Mexico,"During Mexico's War of Independence, a group of men face unimaginable horrors when they attempt to steal from the seemingly helpless Cordero sisters."
s4801,Movie,Tum Milo Toh Sahi,Kabir Sadanand,1,"Nana Patekar, Dimple Kapadia, Sunil Shetty, Vidya Malvade, Rehan Khan, Anjana Sukhani, Mohnish Bahl, Vrajesh Hirjee",8,"Comedies, Dramas, International Movies",3,Comedies,2010,2018-07-01,TV-14,not rated,128.0,min,India,An astute but old-fashioned law clerk steps up to help the owner of a cafe in a legal battle that has both business and personal ramifications.
s4802,Movie,What We Started,"Bert Marcus, Cyrus Saidi",2,unknown,0,"Documentaries, Music & Musicals",2,Documentaries,2017,2018-07-01,TV-MA,adults,96.0,min,United States,"DJs and industry insiders offer a backstage pass to the world of electronic dance music, reflecting on its radical origins and the future of the genre."
s4803,Movie,Zoo,Shlok Sharma,1,"Shashank Arora, Shweta Tripathi, Rahul Kumar, Gopal K. Singh, Yogesh Kurme, Prince Daniel",6,"Dramas, Independent Movies, International Movies",3,Dramas,2018,2018-07-01,TV-MA,adults,94.0,min,India,"A drug dealer starts having doubts about his trade as his brother, his client, and two rappers from the slums each battle their own secret addictions."
s4804,Movie,Bill Burr: You People Are All the Same,Jay Karas,1,Bill Burr,1,Stand-Up Comedy,1,Stand-Up Comedy,2012,2018-06-30,TV-MA,adults,69.0,min,United States,"Funnyman Bill Burr takes the stage to uncork a profanity-laced, incisive routine that pokes fun at plastic surgery, reality TV, gold diggers and more."
s4805,TV Show,Somewhere Between,unknown,0,"Paula Patton, Devon Sawa, JR Bourne, Aria Birch, Catherine Barroll, Samantha Ferris, Imogen Tear, Daniel Bacon, Carmel Amit, Noel Johansen, Rebecca Staab",11,"Crime TV Shows, TV Dramas, TV Mysteries",3,Crime TV Shows,2017,2018-06-30,TV-14,not rated,1.0,season,United States,"A local news producer is given one chance to relive a deadly week and stop a serial killer. If she fails, she'll lose her daughter forever."
s4806,Movie,The Maus,Yayo Herrero,1,"Alma Terzic, August Wittgenstein, Aleksandar Seksan, Sanin Milavic, Diana Fernández Pérez, Ella Jazz",6,"Horror Movies, Independent Movies, International Movies",3,Horror Movies,2017,2018-06-30,TV-MA,adults,90.0,min,Spain,"While traveling with her German boyfriend, Selma is confronted by the violent remnants of the Bosnian War and the ethnic cleansing her family faced."
s4807,Movie,Calibre,Matt Palmer,1,"Jack Lowden, Martin McCann, Tony Curran, Ian Pirie, Cameron Jack",5,"Dramas, International Movies, Thrillers",3,Dramas,2018,2018-06-29,TV-MA,adults,101.0,min,United Kingdom,Two lifelong friends on a hunting trip in Scotland find their nerves – and their morals – ruthlessly tested after a harrowing turn of events.
s4808,TV Show,Churchill’s Secret Agents: The New Recruits,unknown,0,unknown,0,"British TV Shows, International TV Shows, Reality TV",3,British TV Shows,2018,2018-06-29,TV-MA,adults,1.0,season,United Kingdom,"In this history-steeped reality series, 14 contestants undergo the same rigorous four-day selection process as Britain's top-secret World War II spies."
s4809,Movie,Jani Dueñas: Grandes fracasos de ayer y hoy,"Raúl Campos, Jan Suter",2,Jani Dueñas,1,Stand-Up Comedy,1,Stand-Up Comedy,2018,2018-06-29,TV-MA,adults,77.0,min,Chile,"Chilean comedian and personality Jani Dueñas pours out her feelings on issues that are all too universal, from aging to dieting to sex."
s4810,TV Show,Kiss Me First,unknown,0,"Tallulah Haddon, Simona Brown, Matthew Beard, Matthew Aubrey",4,"British TV Shows, Crime TV Shows, International TV Shows",3,British TV Shows,2018,2018-06-29,TV-MA,adults,1.0,season,"United Kingdom, United States",A lonely young woman hooked on a virtual reality game befriends a party girl who leads her into a world of new thrills and dark secrets.
s4811,Movie,Penalty Kick,Rodrigo Triana,1,"Adrián Uribe, Julieth Restrepo, Carlos Manuel Vesga, José Sefami, Mary Paz Mata, Alicia Sandoval, Teresa Monroy, Eduardo Ibarrola",8,"Comedies, Dramas, International Movies",3,Comedies,2018,2018-06-29,TV-14,not rated,89.0,min,"Colombia, Mexico","Convinced Mexico will lose the World Cup qualifier without him, a soccer superfan faces an impossible choice when family obligations stand in his way."
s4812,Movie,Recovery Boys,Elaine McMillion Sheldon,1,unknown,0,Documentaries,1,Documentaries,2018,2018-06-29,TV-MA,adults,90.0,min,United States,"In a region ravaged by opioid abuse, four young men in a farming-based rehab forge a bond as they try to reinvent their lives after years of addiction."
s4813,Movie,TAU,Federico D'Alessandro,1,"Maika Monroe, Ed Skrein, Gary Oldman",3,"Sci-Fi & Fantasy, Thrillers",2,Sci-Fi & Fantasy,2018,2018-06-29,R,adults,98.0,min,United States,"Kidnapped by an inventor who uses her as a test subject to perfect his robotic AI, a street-smart young woman tries to escape her high-tech prison."
s4814,TV Show,Hotel Transylvania,unknown,0,"Bryn McAuley, Evany Rosen, Gage Munroe, Joseph Motiki, Dan Chameroy, David Berni, John McGrath",7,"Kids' TV, TV Comedies",2,Kids' TV,2017,2018-06-26,TV-Y7,kids,1.0,season,"United States, Canada","With her dad away, Mavis is so ready for adventure – if strict Aunt Lydia doesn't stop her first. Set four years before the ""Hotel Transylvania"" film."
s4815,Movie,W. Kamau Bell: Private School Negro,Shannon Hartman,1,W. Kamau Bell,1,Stand-Up Comedy,1,Stand-Up Comedy,2018,2018-06-26,TV-MA,adults,66.0,min,United States,"Comedian W. Kamau Bell muses on parenting in the Trump era, ""free speech"" dustups, woke children's TV and his fear of going off the grid."
s4816,TV Show,Borges,unknown,0,"Thati Lopes, Antonio Pedro Tabet, Karina Ramil, Rafael Portugal, Luis Lobianco",5,"International TV Shows, TV Comedies",2,International TV Shows,2018,2018-06-25,TV-MA,adults,1.0,season,Brazil,"Left deeply in debt after their boss flees the country, four import company employees start producing online video content to keep themselves afloat."
s4817,Movie,Expelled from Paradise,Seiji Mizushima,1,"Rie Kugimiya, Wendee Lee, Shinichiro Miki, Steve Blum, Hiroshi Kamiya, Johnny Yong Bosch",6,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",3,Action & Adventure,2014,2018-06-25,TV-MA,adults,103.0,min,Japan,"In the wake of a global catastrophe, the human survivors are ""uploaded"" into a cyber network, but someone or something is infiltrating the system."
s4818,Movie,"To Each, Her Own",Myriam Aziza,1,"Sarah Stern, Jean-Christophe Folly, Julia Piaton, Arié Elmaleh, Clémentine Poidatz, Stéphane Debac, Richard Berry, Catherine Jacob",8,"Comedies, International Movies, LGBTQ Movies",3,Comedies,2018,2018-06-24,TV-MA,adults,95.0,min,France,"Just as Simone works up the courage to tell her conservative Jewish family she's a lesbian, she finds herself attracted to a male Senegalese chef."
s4819,TV Show,Life Sentence,unknown,0,Lucy Hale,1,TV Dramas,1,TV Dramas,2018,2018-06-23,TV-14,not rated,1.0,season,United States,"Cured of what she thought was terminal cancer, Stella Abbott faces a slew of experiences – good and bad – resulting from years of ""living for today."""
s4820,Movie,Brain on Fire,Gerard Barrett,1,"Chloë Grace Moretz, Thomas Mann, Richard Armitage, Jenny Slate, Carrie-Anne Moss, Tyler Perry, Alex Zahara",7,"Dramas, Independent Movies, International Movies",3,Dramas,2016,2018-06-22,PG-13,teens,89.0,min,"United States, Canada, Ireland","Stricken with seizures, psychosis and memory loss, a young New York Post reporter visits doctor after doctor in search of an elusive diagnosis."
s4821,Movie,Derren Brown: Miracle,unknown,0,Derren Brown,1,International Movies,1,International Movies,2018,2018-06-22,TV-MA,adults,74.0,min,United Kingdom,"Illusionist Derren Brown reinvents the concept of ""faith healing” through a series of stunts that debunk the confines of fear, pain and disbelief."
s4822,TV Show,Marvel's Luke Cage,unknown,0,"Mike Colter, Alfre Woodard, Rosario Dawson, Simone Missick, Mahershala Ali, Erik LaRay Harvey, Theo Rossi, Frank Whaley, Frankie Faison, Sonia Braga, Ron Cephas Jones",11,"Crime TV Shows, TV Action & Adventure, TV Dramas",3,Crime TV Shows,2018,2018-06-22,TV-MA,adults,2.0,seasons,United States,"A hoodie-wearing, unbreakable ex-con fights to clear his name and save his neighborhood. He wasn't looking for a fight, but the people need a hero."
s4823,Movie,Us and Them,Rene Liu,1,"Jing Boran, Zhou Dongyu, Zhuangzhuang Tian, Qu Zheming, Zhang Zixian",5,"Dramas, International Movies, Romantic Movies",3,Dramas,2018,2018-06-22,TV-MA,adults,119.0,min,China,"Two strangers meet on a train and form a bond that evolves over the years. After a separation, they reconnect and reflect on their love for each other."
s4824,Movie,Hannah Gadsby: Nanette,"Madeleine Parry, Jon Olb",2,Hannah Gadsby,1,Stand-Up Comedy,1,Stand-Up Comedy,2018,2018-06-19,TV-MA,adults,70.0,min,Australia,"Australian comic Hannah Gadsby reshapes standard stand-up by pairing punchlines with personal revelations on gender, sexuality and childhood turmoil."
s4825,TV Show,Club de Cuervos Presents: The Ballad of Hugo Sánchez,unknown,0,"Jesús Zavala, Ianis Guerrero, Mauro Mauad, Renato Gutz, Raúl Briones, Markin López, Guillermo Dorantes, Martha Claudia Moreno, Aldo Escalante, Sergio Mayer, Paola Moreno, Pedro Miguel Arce",12,"International TV Shows, Spanish-Language TV Shows, TV Comedies",3,International TV Shows,2018,2018-06-18,TV-MA,adults,1.0,season,United States,Chava Iglesias's doting personal assistant Hugo Sánchez is tasked with leading Club de Cuervos to victory in Nicaragua – if only his mom will let him.
s4826,Movie,Lust Stories,"Zoya Akhtar, Karan Johar, Anurag Kashyap, Dibakar Banerjee",4,"Vicky Kaushal, Bhumi Pednekar, Radhika Apte, Neha Dhupia, Manisha Koirala, Akash Thosar, Randeep Jha, Neil Bhoopalam, Jaideep Ahlawat, Sanjay Kapoor, Kiara Advani",11,"Comedies, Dramas, International Movies",3,Comedies,2018,2018-06-15,TV-MA,adults,121.0,min,India,"In the companion to 2013's ""Bombay Talkies,"" four short films by four of India's biggest directors explore love, sex and relationships in modern India."
s4827,Movie,Maktub,Oded Raz,1,"Guy Amir, Hanan Savyon, Itzik Cohen, Igal Naor",4,"Comedies, International Movies",2,Comedies,2018,2018-06-15,TV-MA,adults,106.0,min,Israel,"After surviving a bomb attack, two low-level mobsters in Jerusalem change their ways and set about making strangers' Wailing Wall prayers come true."
s4828,Movie,Pacificum: Return to the Ocean,"Mariana Tschudi, Héctor Gálvez",2,unknown,0,"Documentaries, International Movies",2,Documentaries,2017,2018-06-15,TV-G,family,74.0,min,Peru,"Four scientists offer a sweeping yet intimate exploration of Peru's majestic coastline by land, sea and air."
s4829,Movie,Set It Up,Claire Scanlon,1,"Zoey Deutch, Glen Powell, Lucy Liu, Taye Diggs, Meredith Hagner, Pete Davidson, Tituss Burgess",7,"Comedies, Romantic Movies",2,Comedies,2018,2018-06-15,TV-MA,adults,106.0,min,United States,"In desperate need of a break from the office, two beleaguered assistants team up to trick their workaholic bosses into falling in love."
s4830,Movie,Sunday's Illness,Ramón Salazar,1,"Bárbara Lennie, Susi Sánchez, Miguel Ángel Solá, Richard Bohringer",4,"Dramas, Independent Movies, International Movies",3,Dramas,2017,2018-06-15,PG-13,teens,113.0,min,Spain,"Decades after being abandoned as a young child, Chiara finds her mother and asks her to spend 10 days together in a remote location."
s4831,Movie,The last hour,Eduardo Mendoza de Echave,1,"Pietro Sibille, Nidia Bermejo, Toño Vega, Tommy Párraga, Fausto Molina, Katerina D'Onofrio, Haysen Percovich, Emilram Cossío, Sandro Calderón, Tony Dulzaidez",10,"Dramas, International Movies",2,Dramas,2017,2018-06-15,TV-MA,adults,119.0,min,"Chile, Peru","In this compelling true story, two Peruvian detectives go undercover to locate and capture the elusive leader of the Shining Path guerrilla army."
s4832,TV Show,True: Magical Friends,unknown,0,"Michela Luci, Jamie Watson, Anna Claire Bartlam, Dante Zee, Eric Peterson",5,Kids' TV,1,Kids' TV,2018,2018-06-15,TV-Y,kids,1.0,season,unknown,The power of friendship can solve any problem – and the Rainbow Kingdom's got plenty to go around. Cue Bartleby and True for the rescue!
s4833,TV Show,True: Wonderful Wishes,unknown,0,"Michela Luci, Jamie Watson, Anna Claire Bartlam, Dante Zee, Eric Peterson",5,Kids' TV,1,Kids' TV,2018,2018-06-15,TV-Y,kids,1.0,season,unknown,Do-gooding True and Bartleby will go anywhere to make wishes come true – from the bottom of the Living Sea to the tip of Mount Tippy Tippy Top!
s4834,Movie,Alex Strangelove,Craig Johnson,1,"Daniel Doheny, Madeline Weinstein, Antonio Marziale, Daniel Zolghadri, Annie Q., Nik Dodani, Fred Hechinger, Kathryn Erbe, Isabella Amara, Sophie Faulkenberry",10,"Comedies, Dramas, Independent Movies",3,Comedies,2018,2018-06-08,TV-MA,adults,100.0,min,United States,High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.
s4835,Movie,Ali's Wedding,Jeffrey Walker,1,"Osamah Sami, Don Hany, Helana Sawires, Frances Duca, Majid Shokor, Rodney Afif, Ghazi Alkinani, Ryan Corr",8,"Comedies, Independent Movies, International Movies",3,Comedies,2018,2018-06-08,TV-MA,adults,110.0,min,Australia,"After telling a white lie that spins out of control, the son of an Iraqi-born cleric in Melbourne becomes torn between family duty and his own heart."
s4836,Movie,Franco Escamilla: Por la anécdota,Ulises Valencia,1,Franco Escamilla,1,Stand-Up Comedy,1,Stand-Up Comedy,2018,2018-06-08,TV-MA,adults,66.0,min,Mexico,Mexican stand-up comedian Franco Escamilla draws his jokes from real-life experiences – and he's willing to do anything for new material.
s4837,TV Show,The Staircase,unknown,0,unknown,0,"Crime TV Shows, Docuseries, TV Mysteries",3,Crime TV Shows,2018,2018-06-08,TV-MA,adults,1.0,season,France,"Accident or murder? After the mysterious death of his wife, author Michael Peterson watches his life go under the microscope."
s4838,TV Show,The Night Shift,unknown,0,"Eoin Macken, Jill Flint, Freddy Rodríguez, Ken Leung, Brendan Fehr, Jeananne Goossen, J.R. Lemon, Robert Bailey Jr., Daniella Alonso, Catharine Pilafas",10,TV Dramas,1,TV Dramas,2017,2018-06-07,TV-14,not rated,4.0,seasons,United States,"After returning from a dangerous tour of duty, an Army doctor finds that working the night shift at a San Antonio hospital can be treacherous, too."
s4839,TV Show,Dinosaur King,unknown,0,"Megumi Matsumoto, Matsuri Mizuguchi, Tomoko Kobashi, Asuka Tanii, Seiko Tamura, Veronica Taylor, Sebastian Arcelus, Kether Donohue, Rachael Lillis, Madeleine Blaustein",10,"Anime Series, Kids' TV",2,Anime Series,2008,2018-06-02,TV-Y7,kids,2.0,seasons,Japan,"Aided by tablets found near a downed meteorite, Max, Rex and Zoe race the evil Alpha Gang as they travel the globe in search of living dinosaurs."
s4840,Movie,B.A. Pass 2,Shadab Khan,1,"Kritika Sachdeva, Sasho, Sanghmitra Hitaishi, Indraneil Sengupta, Saurabh Dubey, Shubhangi Latkar, Sukhbir Kaur Lamba, Arav Chowdharry",8,"Dramas, International Movies",2,Dramas,2017,2018-06-01,TV-14,not rated,126.0,min,India,"A young woman eager to avoid an arranged marriage moves to Mumbai, where she learns hard truths about show business, life and love."
s4841,Movie,Bad Genius,Nattawut Poonpiriya,1,"Chutimon Chuengcharoensukying, Chanon Santinatornkul, Teeradon Supapunpinyo, Eisaya Hosuwan, Thaneth Warakulnukroh, Sarinrat Thomas, Ego Mikitas, Pasin Kuansataporn, Sahajak Boonthanakit, Kanjana Vinaipanid",10,"Dramas, International Movies, Thrillers",3,Dramas,2017,2018-06-01,TV-MA,adults,130.0,min,Thailand,A top student gets pulled into a cheating racket with increasingly higher risks and even higher rewards. But she may lose much more than she gains.
s4842,TV Show,November 13: Attack on Paris,unknown,0,unknown,0,"Crime TV Shows, Docuseries, International TV Shows",3,Crime TV Shows,2018,2018-06-01,TV-MA,adults,1.0,season,France,"Survivors and first responders share personal stories of anguish, kindness and bravery that unfolded amid the Paris terror attacks of Nov. 13, 2015."
s4843,Movie,Outside In,Lynn Shelton,1,"Jay Duplass, Edie Falco, Kaitlyn Dever, Ben Schwartz, Louis Hobson, Alycia Delmore, Pamela Reed, Matt Malloy, Aaron Blakely",9,"Dramas, Independent Movies",2,Dramas,2018,2018-06-01,TV-MA,adults,110.0,min,United States,"After serving time for a crime he didn’t commit, a 38-year-old man forms a complicated, life-altering bond with the woman who advocated for his early release."
s4844,Movie,Pedal the World,Felix Starck,1,Felix Starck,1,"Documentaries, International Movies, Sports Movies",3,Documentaries,2015,2018-06-01,TV-MA,adults,85.0,min,Germany,"Over the course of one memorable and adventure-filled year, Felix Starck documents his 18,000-kilometer bicycle journey across 22 countries."
s4845,TV Show,Unbreakable Kimmy Schmidt,unknown,0,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane",4,TV Comedies,1,TV Comedies,2019,2018-05-30,TV-14,not rated,4.0,seasons,United States,"When a woman is rescued from a doomsday cult and lands in New York City, she must navigate a world she didn’t think even existed anymore."
s4846,TV Show,Arrested Development,unknown,0,"Jason Bateman, Portia de Rossi, Will Arnett, Michael Cera, Alia Shawkat, Tony Hale, David Cross, Jeffrey Tambor, Jessica Walter, Ron Howard",10,TV Comedies,1,TV Comedies,2019,2018-05-29,TV-MA,adults,5.0,seasons,United States,"It's the Emmy-winning story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together."
s4847,TV Show,The Break with Michelle Wolf,unknown,0,unknown,0,"Stand-Up Comedy & Talk Shows, TV Comedies",2,Stand-Up Comedy & Talk Shows,2018,2018-05-27,TV-MA,adults,1.0,season,United States,Nobody's safe as Michelle Wolf unapologetically takes aim in this weekly topical show that blends sketches with live comedy and in-studio guests.
s4848,Movie,Sara's Notebook,Norberto López Amado,1,"Belén Rueda, Marian Álvarez, Iván Mendes, Manolo Cardona, Nick Devlin, Florin Opritescu",6,"Dramas, International Movies, Thrillers",3,Dramas,2018,2018-05-26,TV-MA,adults,117.0,min,Spain,"A naive Madrid lawyer travels to Africa to search for her younger sister, who has gone missing in a part of Congo plagued by violence and strife."
